"palabra","frecuencia.Var1","frecuencia.Freq","documento"
1433,"detalle",5,"trad_isabel_hernandez.pdf"
1434,"detecto",1,"trad_isabel_hernandez.pdf"
1435,"detener",7,"trad_isabel_hernandez.pdf"
1436,"determinado",4,"trad_isabel_hernandez.pdf"
1437,"determinar",1,"trad_isabel_hernandez.pdf"
1438,"detesto",1,"trad_isabel_hernandez.pdf"
1439,"detrás",3,"trad_isabel_hernandez.pdf"
1440,"detuviérar",1,"trad_isabel_hernandez.pdf"
1441,"detuvir",1,"trad_isabel_hernandez.pdf"
1442,"deuda",1,"trad_isabel_hernandez.pdf"
1443,"devoción",2,"trad_isabel_hernandez.pdf"
1444,"devolver",4,"trad_isabel_hernandez.pdf"
1445,"devor",1,"trad_isabel_hernandez.pdf"
1446,"devora",2,"trad_isabel_hernandez.pdf"
1447,"devorar",6,"trad_isabel_hernandez.pdf"
1448,"devoto",1,"trad_isabel_hernandez.pdf"
1449,"devuelto",1,"trad_isabel_hernandez.pdf"
1450,"devuelvo",1,"trad_isabel_hernandez.pdf"
1451,"día",77,"trad_isabel_hernandez.pdf"
1452,"diablo",3,"trad_isabel_hernandez.pdf"
1453,"diario",2,"trad_isabel_hernandez.pdf"
1454,"dibuj",1,"trad_isabel_hernandez.pdf"
1455,"dibujaban",1,"trad_isabel_hernandez.pdf"
1456,"dibujar",4,"trad_isabel_hernandez.pdf"
1457,"dibujo",3,"trad_isabel_hernandez.pdf"
1458,"dicha",9,"trad_isabel_hernandez.pdf"
1459,"dicho",21,"trad_isabel_hernandez.pdf"
1460,"dichoso",7,"trad_isabel_hernandez.pdf"
1461,"diciembre",8,"trad_isabel_hernandez.pdf"
1462,"diciéndo",2,"trad_isabel_hernandez.pdf"
1463,"dictado",1,"trad_isabel_hernandez.pdf"
1464,"die",2,"trad_isabel_hernandez.pdf"
1465,"diente",6,"trad_isabel_hernandez.pdf"
1466,"diez",3,"trad_isabel_hernandez.pdf"
1467,"diferencia",2,"trad_isabel_hernandez.pdf"
1468,"diferente",6,"trad_isabel_hernandez.pdf"
1469,"diferir",1,"trad_isabel_hernandez.pdf"
1470,"difícil",3,"trad_isabel_hernandez.pdf"
1471,"difícilmente",1,"trad_isabel_hernandez.pdf"
1472,"dificultad",1,"trad_isabel_hernandez.pdf"
1473,"difunto",10,"trad_isabel_hernandez.pdf"
1474,"diga",2,"trad_isabel_hernandez.pdf"
1475,"dignidad",1,"trad_isabel_hernandez.pdf"
1476,"digno",6,"trad_isabel_hernandez.pdf"
1477,"dije",1,"trad_isabel_hernandez.pdf"
1478,"dijistir",1,"trad_isabel_hernandez.pdf"
1479,"dijr",1,"trad_isabel_hernandez.pdf"
1480,"dile",2,"trad_isabel_hernandez.pdf"
1481,"diligentemente",1,"trad_isabel_hernandez.pdf"
1482,"diluir",2,"trad_isabel_hernandez.pdf"
1483,"dime",1,"trad_isabel_hernandez.pdf"
1484,"dimisión",3,"trad_isabel_hernandez.pdf"
1485,"dimitir",1,"trad_isabel_hernandez.pdf"
1486,"dinero",2,"trad_isabel_hernandez.pdf"
1487,"diplomático",2,"trad_isabel_hernandez.pdf"
1488,"dique",1,"trad_isabel_hernandez.pdf"
1489,"dir",2,"trad_isabel_hernandez.pdf"
1490,"dirás",2,"trad_isabel_hernandez.pdf"
1491,"directamente",1,"trad_isabel_hernandez.pdf"
1492,"diriger",1,"trad_isabel_hernandez.pdf"
1493,"dirigido",2,"trad_isabel_hernandez.pdf"
1494,"dirigiéndo",2,"trad_isabel_hernandez.pdf"
1495,"dirigir",18,"trad_isabel_hernandez.pdf"
1496,"dirigirme",2,"trad_isabel_hernandez.pdf"
1497,"dirijo",1,"trad_isabel_hernandez.pdf"
1498,"disconformidad",1,"trad_isabel_hernandez.pdf"
1499,"discordia",1,"trad_isabel_hernandez.pdf"
1500,"discretamente",1,"trad_isabel_hernandez.pdf"
1501,"disculpa",2,"trad_isabel_hernandez.pdf"
1502,"discúlpame",1,"trad_isabel_hernandez.pdf"
1503,"disculpar",5,"trad_isabel_hernandez.pdf"
1504,"disculpáser",1,"trad_isabel_hernandez.pdf"
1505,"discusión",1,"trad_isabel_hernandez.pdf"
1506,"discutir",1,"trad_isabel_hernandez.pdf"
1507,"diseño",1,"trad_isabel_hernandez.pdf"
1508,"disfrazado",1,"trad_isabel_hernandez.pdf"
1509,"disfrutándo",1,"trad_isabel_hernandez.pdf"
1510,"disfrutar",10,"trad_isabel_hernandez.pdf"
1511,"disfruter",1,"trad_isabel_hernandez.pdf"
1512,"disfruto",2,"trad_isabel_hernandez.pdf"
1513,"disgustar",4,"trad_isabel_hernandez.pdf"
1514,"disgusto",8,"trad_isabel_hernandez.pdf"
1515,"disimular",2,"trad_isabel_hernandez.pdf"
1516,"disip",1,"trad_isabel_hernandez.pdf"
1517,"disipación",1,"trad_isabel_hernandez.pdf"
1518,"disipar",3,"trad_isabel_hernandez.pdf"
1519,"disparar",5,"trad_isabel_hernandez.pdf"
1520,"disparatado",1,"trad_isabel_hernandez.pdf"
1521,"disparo",1,"trad_isabel_hernandez.pdf"
1522,"dispenso",1,"trad_isabel_hernandez.pdf"
1523,"disponer",12,"trad_isabel_hernandez.pdf"
1524,"disposición",1,"trad_isabel_hernandez.pdf"
1525,"dispuesto",4,"trad_isabel_hernandez.pdf"
1526,"disputa",2,"trad_isabel_hernandez.pdf"
1527,"distancia",3,"trad_isabel_hernandez.pdf"
1528,"distanciamiento",1,"trad_isabel_hernandez.pdf"
1529,"distanciar",1,"trad_isabel_hernandez.pdf"
1530,"distinguido",2,"trad_isabel_hernandez.pdf"
1531,"distinguir",1,"trad_isabel_hernandez.pdf"
1532,"distinto",2,"trad_isabel_hernandez.pdf"
1533,"distir",3,"trad_isabel_hernandez.pdf"
1534,"distracción",2,"trad_isabel_hernandez.pdf"
1535,"distraer",2,"trad_isabel_hernandez.pdf"
1536,"distribuid",1,"trad_isabel_hernandez.pdf"
1537,"disuadirme",1,"trad_isabel_hernandez.pdf"
1538,"divagar",1,"trad_isabel_hernandez.pdf"
1539,"diversidad",1,"trad_isabel_hernandez.pdf"
1540,"diverso",4,"trad_isabel_hernandez.pdf"
1541,"divertido",1,"trad_isabel_hernandez.pdf"
1542,"divertimo",1,"trad_isabel_hernandez.pdf"
1543,"divertir",2,"trad_isabel_hernandez.pdf"
1544,"divinizado",1,"trad_isabel_hernandez.pdf"
1545,"divino",2,"trad_isabel_hernandez.pdf"
1546,"divisar",2,"trad_isabel_hernandez.pdf"
1547,"do",3,"trad_isabel_hernandez.pdf"
1548,"doblar",1,"trad_isabel_hernandez.pdf"
1549,"doble",3,"trad_isabel_hernandez.pdf"
1550,"doce",2,"trad_isabel_hernandez.pdf"
1551,"docto",1,"trad_isabel_hernandez.pdf"
1552,"doctor",1,"trad_isabel_hernandez.pdf"
1553,"dogmático",1,"trad_isabel_hernandez.pdf"
1554,"dogo",1,"trad_isabel_hernandez.pdf"
1555,"doliente",1,"trad_isabel_hernandez.pdf"
1556,"dolor",13,"trad_isabel_hernandez.pdf"
1557,"doloroso",6,"trad_isabel_hernandez.pdf"
1558,"doméstico",1,"trad_isabel_hernandez.pdf"
1559,"dominar",2,"trad_isabel_hernandez.pdf"
1560,"dominarte",1,"trad_isabel_hernandez.pdf"
1561,"domínate",1,"trad_isabel_hernandez.pdf"
1562,"domingo",3,"trad_isabel_hernandez.pdf"
1563,"dominio",1,"trad_isabel_hernandez.pdf"
1564,"don",3,"trad_isabel_hernandez.pdf"
1565,"doncella",3,"trad_isabel_hernandez.pdf"
1566,"dorm",1,"trad_isabel_hernandez.pdf"
1567,"dormido",3,"trad_isabel_hernandez.pdf"
1568,"dormir",5,"trad_isabel_hernandez.pdf"
1569,"dormitar",1,"trad_isabel_hernandez.pdf"
1570,"dos",36,"trad_isabel_hernandez.pdf"
1571,"dote",1,"trad_isabel_hernandez.pdf"
1572,"dozavo",1,"trad_isabel_hernandez.pdf"
1573,"ducado",1,"trad_isabel_hernandez.pdf"
1574,"duda",6,"trad_isabel_hernandez.pdf"
1575,"dudar",5,"trad_isabel_hernandez.pdf"
1576,"dudo",2,"trad_isabel_hernandez.pdf"
1577,"dudoso",1,"trad_isabel_hernandez.pdf"
1578,"dueño",3,"trad_isabel_hernandez.pdf"
1579,"duer",1,"trad_isabel_hernandez.pdf"
1580,"dulce",21,"trad_isabel_hernandez.pdf"
1581,"dulcemente",1,"trad_isabel_hernandez.pdf"
1582,"dulz",1,"trad_isabel_hernandez.pdf"
1583,"dulzura",2,"trad_isabel_hernandez.pdf"
1584,"duradera",1,"trad_isabel_hernandez.pdf"
1585,"durar",2,"trad_isabel_hernandez.pdf"
1586,"dureza",1,"trad_isabel_hernandez.pdf"
1587,"durmiente",1,"trad_isabel_hernandez.pdf"
1588,"durmir",1,"trad_isabel_hernandez.pdf"
1589,"duro",5,"trad_isabel_hernandez.pdf"
1590,"ech",4,"trad_isabel_hernandez.pdf"
1591,"echado",1,"trad_isabel_hernandez.pdf"
1592,"echar",23,"trad_isabel_hernandez.pdf"
1593,"echármelo",1,"trad_isabel_hernandez.pdf"
1594,"eco",1,"trad_isabel_hernandez.pdf"
1595,"edad",11,"trad_isabel_hernandez.pdf"
1596,"edición",12,"trad_isabel_hernandez.pdf"
1597,"editar",1,"trad_isabel_hernandez.pdf"
1598,"editor",1,"trad_isabel_hernandez.pdf"
1599,"editorial",2,"trad_isabel_hernandez.pdf"
1600,"educar",1,"trad_isabel_hernandez.pdf"
1601,"efecto",8,"trad_isabel_hernandez.pdf"
1602,"eficacia",1,"trad_isabel_hernandez.pdf"
1603,"efímero",2,"trad_isabel_hernandez.pdf"
1604,"efusión",1,"trad_isabel_hernandez.pdf"
1605,"egoísmo",1,"trad_isabel_hernandez.pdf"
1606,"ejemplo",4,"trad_isabel_hernandez.pdf"
1607,"ejercer",1,"trad_isabel_hernandez.pdf"
1608,"electorado",1,"trad_isabel_hernandez.pdf"
1609,"elegante",1,"trad_isabel_hernandez.pdf"
1610,"elegir",1,"trad_isabel_hernandez.pdf"
1611,"elevado",2,"trad_isabel_hernandez.pdf"
1612,"elevándo",1,"trad_isabel_hernandez.pdf"
1613,"elevar",5,"trad_isabel_hernandez.pdf"
1614,"eliger",1,"trad_isabel_hernandez.pdf"
1615,"elijo",1,"trad_isabel_hernandez.pdf"
1616,"eliminar",2,"trad_isabel_hernandez.pdf"
1617,"eloger",1,"trad_isabel_hernandez.pdf"
1618,"elogia",1,"trad_isabel_hernandez.pdf"
1619,"elogiar",2,"trad_isabel_hernandez.pdf"
1620,"elogiarla",1,"trad_isabel_hernandez.pdf"
1621,"emanación",1,"trad_isabel_hernandez.pdf"
1622,"embajador",6,"trad_isabel_hernandez.pdf"
1623,"embargado",1,"trad_isabel_hernandez.pdf"
1624,"embargar",6,"trad_isabel_hernandez.pdf"
1625,"embargo",29,"trad_isabel_hernandez.pdf"
1626,"embate",1,"trad_isabel_hernandez.pdf"
1627,"embellecido",1,"trad_isabel_hernandez.pdf"
1628,"emborrachar",1,"trad_isabel_hernandez.pdf"
1629,"embravecido",1,"trad_isabel_hernandez.pdf"
1630,"embriaguez",3,"trad_isabel_hernandez.pdf"
1631,"emilia",1,"trad_isabel_hernandez.pdf"
1632,"emoción",14,"trad_isabel_hernandez.pdf"
1633,"emparentado",1,"trad_isabel_hernandez.pdf"
1634,"empec",1,"trad_isabel_hernandez.pdf"
1635,"empeñar",2,"trad_isabel_hernandez.pdf"
1636,"empeño",1,"trad_isabel_hernandez.pdf"
1637,"empeorar",1,"trad_isabel_hernandez.pdf"
1638,"emperador",1,"trad_isabel_hernandez.pdf"
1639,"empezamo",1,"trad_isabel_hernandez.pdf"
1640,"empezar",28,"trad_isabel_hernandez.pdf"
1641,"empiezo",2,"trad_isabel_hernandez.pdf"
1642,"emplazamiento",1,"trad_isabel_hernandez.pdf"
1643,"emprender",3,"trad_isabel_hernandez.pdf"
1644,"empresa",2,"trad_isabel_hernandez.pdf"
1645,"empujar",2,"trad_isabel_hernandez.pdf"
1646,"empujastei",1,"trad_isabel_hernandez.pdf"
1647,"enamorado",2,"trad_isabel_hernandez.pdf"
1648,"enamoraro",1,"trad_isabel_hernandez.pdf"
1649,"enardecido",1,"trad_isabel_hernandez.pdf"
1650,"enardezcar",1,"trad_isabel_hernandez.pdf"
1651,"encadenado",2,"trad_isabel_hernandez.pdf"
1652,"encaje",1,"trad_isabel_hernandez.pdf"
1653,"encaminar",1,"trad_isabel_hernandez.pdf"
1654,"encantado",2,"trad_isabel_hernandez.pdf"
1655,"encantador",2,"trad_isabel_hernandez.pdf"
1656,"encantadora",3,"trad_isabel_hernandez.pdf"
1657,"encantar",2,"trad_isabel_hernandez.pdf"
1658,"encanto",6,"trad_isabel_hernandez.pdf"
1659,"encarcelado",1,"trad_isabel_hernandez.pdf"
1660,"encargar",3,"trad_isabel_hernandez.pdf"
1661,"encargo",3,"trad_isabel_hernandez.pdf"
1662,"encariñándo",1,"trad_isabel_hernandez.pdf"
1663,"encauzar",1,"trad_isabel_hernandez.pdf"
1664,"encender",1,"trad_isabel_hernandez.pdf"
1665,"encendiéndo",1,"trad_isabel_hernandez.pdf"
1666,"encerrado",2,"trad_isabel_hernandez.pdf"
1667,"encerrar",4,"trad_isabel_hernandez.pdf"
1668,"encharcar",1,"trad_isabel_hernandez.pdf"
1669,"encima",11,"trad_isabel_hernandez.pdf"
1670,"encoger",1,"trad_isabel_hernandez.pdf"
1671,"encogir",1,"trad_isabel_hernandez.pdf"
1672,"encolerizado",1,"trad_isabel_hernandez.pdf"
1673,"encomendar",3,"trad_isabel_hernandez.pdf"
1674,"encontrándo",1,"trad_isabel_hernandez.pdf"
1675,"encontrar",72,"trad_isabel_hernandez.pdf"
1676,"encontrarás",1,"trad_isabel_hernandez.pdf"
1677,"encontrarer",1,"trad_isabel_hernandez.pdf"
1678,"encontraro",1,"trad_isabel_hernandez.pdf"
1679,"encorsetado",1,"trad_isabel_hernandez.pdf"
1680,"encuentro",12,"trad_isabel_hernandez.pdf"
1681,"endulzado",1,"trad_isabel_hernandez.pdf"
1682,"enemigo",4,"trad_isabel_hernandez.pdf"
1683,"enérgicamente",1,"trad_isabel_hernandez.pdf"
1684,"enero",2,"trad_isabel_hernandez.pdf"
1685,"enfad",1,"trad_isabel_hernandez.pdf"
1686,"enfadar",1,"trad_isabel_hernandez.pdf"
1687,"énfasis",1,"trad_isabel_hernandez.pdf"
1688,"enferma",2,"trad_isabel_hernandez.pdf"
1689,"enfermedad",9,"trad_isabel_hernandez.pdf"
1690,"enfermizar",1,"trad_isabel_hernandez.pdf"
1691,"enfermo",6,"trad_isabel_hernandez.pdf"
1692,"enfrente",1,"trad_isabel_hernandez.pdf"
1693,"enfundar",1,"trad_isabel_hernandez.pdf"
1694,"enfurecer",1,"trad_isabel_hernandez.pdf"
1695,"engaña",2,"trad_isabel_hernandez.pdf"
1696,"engañar",5,"trad_isabel_hernandez.pdf"
1697,"engaño",1,"trad_isabel_hernandez.pdf"
1698,"enjambre",1,"trad_isabel_hernandez.pdf"
1699,"enlace",1,"trad_isabel_hernandez.pdf"
1700,"enlazar",1,"trad_isabel_hernandez.pdf"
1701,"enmendar",2,"trad_isabel_hernandez.pdf"
1702,"enmudecer",1,"trad_isabel_hernandez.pdf"
1703,"enojar",2,"trad_isabel_hernandez.pdf"
1704,"enojo",3,"trad_isabel_hernandez.pdf"
1705,"enorgullecer",1,"trad_isabel_hernandez.pdf"
1706,"enorme",3,"trad_isabel_hernandez.pdf"
1707,"enredándo",1,"trad_isabel_hernandez.pdf"
1708,"enredar",1,"trad_isabel_hernandez.pdf"
1709,"enrojecido",1,"trad_isabel_hernandez.pdf"
1710,"ensalzado",1,"trad_isabel_hernandez.pdf"
1711,"ensalzaría",1,"trad_isabel_hernandez.pdf"
1712,"enseñar",1,"trad_isabel_hernandez.pdf"
1713,"ensillar",1,"trad_isabel_hernandez.pdf"
1714,"ensombrecer",3,"trad_isabel_hernandez.pdf"
1715,"ensombreciéndo",1,"trad_isabel_hernandez.pdf"
1716,"ensuciar",1,"trad_isabel_hernandez.pdf"
1717,"entablar",1,"trad_isabel_hernandez.pdf"
1718,"entender",7,"trad_isabel_hernandez.pdf"
1719,"entendido",1,"trad_isabel_hernandez.pdf"
1720,"entendimiento",2,"trad_isabel_hernandez.pdf"
1721,"enter",1,"trad_isabel_hernandez.pdf"
1722,"enterar",3,"trad_isabel_hernandez.pdf"
1723,"entereza",2,"trad_isabel_hernandez.pdf"
1724,"entero",7,"trad_isabel_hernandez.pdf"
1725,"enterra6",1,"trad_isabel_hernandez.pdf"
1726,"enterrado",2,"trad_isabel_hernandez.pdf"
1727,"enterrar",2,"trad_isabel_hernandez.pdf"
1728,"entiende",2,"trad_isabel_hernandez.pdf"
1729,"entierrir",1,"trad_isabel_hernandez.pdf"
1730,"entonar",1,"trad_isabel_hernandez.pdf"
1731,"entorpecer",1,"trad_isabel_hernandez.pdf"
1732,"entrada",2,"trad_isabel_hernandez.pdf"
1733,"entraña",2,"trad_isabel_hernandez.pdf"
1734,"entrañable",5,"trad_isabel_hernandez.pdf"
1735,"entrar",29,"trad_isabel_hernandez.pdf"
1736,"entrecortado",1,"trad_isabel_hernandez.pdf"
1737,"entrega",1,"trad_isabel_hernandez.pdf"
1738,"entregado",2,"trad_isabel_hernandez.pdf"
1739,"entregar",7,"trad_isabel_hernandez.pdf"
1740,"entrelazar",1,"trad_isabel_hernandez.pdf"
1741,"entretejer",2,"trad_isabel_hernandez.pdf"
1742,"entretener",2,"trad_isabel_hernandez.pdf"
1743,"entretenimiento",1,"trad_isabel_hernandez.pdf"
1744,"entristecer",1,"trad_isabel_hernandez.pdf"
1745,"entro",1,"trad_isabel_hernandez.pdf"
1746,"entrometer",2,"trad_isabel_hernandez.pdf"
1747,"enturbiar",1,"trad_isabel_hernandez.pdf"
1748,"entusiasmo",1,"trad_isabel_hernandez.pdf"
1749,"envanecer",1,"trad_isabel_hernandez.pdf"
1750,"enviar",5,"trad_isabel_hernandez.pdf"
1751,"enviastir",1,"trad_isabel_hernandez.pdf"
1752,"envidiar",2,"trad_isabel_hernandez.pdf"
1753,"envidio",2,"trad_isabel_hernandez.pdf"
1754,"envidioso",1,"trad_isabel_hernandez.pdf"
1755,"envié",1,"trad_isabel_hernandez.pdf"
1756,"envolver",2,"trad_isabel_hernandez.pdf"
1757,"época",4,"trad_isabel_hernandez.pdf"
1758,"equipaje",2,"trad_isabel_hernandez.pdf"
1759,"equivocar",3,"trad_isabel_hernandez.pdf"
1760,"er",1,"trad_isabel_hernandez.pdf"
1761,"era",5,"trad_isabel_hernandez.pdf"
1762,"érar",1,"trad_isabel_hernandez.pdf"
1763,"erath",4,"trad_isabel_hernandez.pdf"
1764,"ernesti",1,"trad_isabel_hernandez.pdf"
1765,"erradicarla",1,"trad_isabel_hernandez.pdf"
1766,"errante",1,"trad_isabel_hernandez.pdf"
1767,"errar",1,"trad_isabel_hernandez.pdf"
1768,"error",3,"trad_isabel_hernandez.pdf"
1769,"erudición",1,"trad_isabel_hernandez.pdf"
1770,"ésa",2,"trad_isabel_hernandez.pdf"
1771,"esbelto",1,"trad_isabel_hernandez.pdf"
1772,"esbozo",1,"trad_isabel_hernandez.pdf"
1773,"escabullirme",1,"trad_isabel_hernandez.pdf"
1774,"escala",1,"trad_isabel_hernandez.pdf"
1775,"escalera",1,"trad_isabel_hernandez.pdf"
1776,"escalofrío",4,"trad_isabel_hernandez.pdf"
1777,"escalón",5,"trad_isabel_hernandez.pdf"
1778,"escándalo",1,"trad_isabel_hernandez.pdf"
1779,"escapar",6,"trad_isabel_hernandez.pdf"
1780,"escarabajo",1,"trad_isabel_hernandez.pdf"
1781,"escarcha",1,"trad_isabel_hernandez.pdf"
1782,"escarpado",1,"trad_isabel_hernandez.pdf"
1783,"escaso",2,"trad_isabel_hernandez.pdf"
1784,"escena",8,"trad_isabel_hernandez.pdf"
1785,"escenario",3,"trad_isabel_hernandez.pdf"
1786,"escepticismo",1,"trad_isabel_hernandez.pdf"
1787,"escoger",1,"trad_isabel_hernandez.pdf"
1788,"escogido",1,"trad_isabel_hernandez.pdf"
1789,"escolar",1,"trad_isabel_hernandez.pdf"
1790,"esconder",2,"trad_isabel_hernandez.pdf"
1791,"escribáis",1,"trad_isabel_hernandez.pdf"
1792,"escribano",1,"trad_isabel_hernandez.pdf"
1793,"escribiente",1,"trad_isabel_hernandez.pdf"
1794,"escribir",20,"trad_isabel_hernandez.pdf"
1795,"escribiro",1,"trad_isabel_hernandez.pdf"
1796,"escribo",4,"trad_isabel_hernandez.pdf"
1797,"escrito",6,"trad_isabel_hernandez.pdf"
1798,"escritorio",5,"trad_isabel_hernandez.pdf"
1799,"escuch",1,"trad_isabel_hernandez.pdf"
1800,"escucha",2,"trad_isabel_hernandez.pdf"
1801,"escuchad",1,"trad_isabel_hernandez.pdf"
1802,"escuchar",8,"trad_isabel_hernandez.pdf"
1803,"escuché",1,"trad_isabel_hernandez.pdf"
1804,"escucho",2,"trad_isabel_hernandez.pdf"
1805,"escudo",1,"trad_isabel_hernandez.pdf"
1806,"escuela",3,"trad_isabel_hernandez.pdf"
1807,"esencial",1,"trad_isabel_hernandez.pdf"
1808,"esfera",1,"trad_isabel_hernandez.pdf"
1809,"esforzar",2,"trad_isabel_hernandez.pdf"
1810,"esfuerzo",7,"trad_isabel_hernandez.pdf"
1811,"esmero",1,"trad_isabel_hernandez.pdf"
1812,"éso",1,"trad_isabel_hernandez.pdf"
1813,"espacio",3,"trad_isabel_hernandez.pdf"
1814,"espada",6,"trad_isabel_hernandez.pdf"
1815,"espado",1,"trad_isabel_hernandez.pdf"
1816,"espalda",4,"trad_isabel_hernandez.pdf"
1817,"espantado",1,"trad_isabel_hernandez.pdf"
1818,"espantajo",1,"trad_isabel_hernandez.pdf"
1819,"espanto",1,"trad_isabel_hernandez.pdf"
1820,"especial",5,"trad_isabel_hernandez.pdf"
1821,"especialmente",3,"trad_isabel_hernandez.pdf"
1822,"especie",7,"trad_isabel_hernandez.pdf"
1823,"espectáculo",4,"trad_isabel_hernandez.pdf"
1824,"espejo",3,"trad_isabel_hernandez.pdf"
1825,"esper",1,"trad_isabel_hernandez.pdf"
1826,"espera",3,"trad_isabel_hernandez.pdf"
1827,"esperanza",16,"trad_isabel_hernandez.pdf"
1828,"esperar",26,"trad_isabel_hernandez.pdf"
1829,"espeso",1,"trad_isabel_hernandez.pdf"
1830,"espina",1,"trad_isabel_hernandez.pdf"
1831,"espíritu",20,"trad_isabel_hernandez.pdf"
1832,"espiritual",1,"trad_isabel_hernandez.pdf"
1833,"espíritus",7,"trad_isabel_hernandez.pdf"
1834,"espléndidamente",1,"trad_isabel_hernandez.pdf"
1835,"espléndido",5,"trad_isabel_hernandez.pdf"
1836,"esplendor",3,"trad_isabel_hernandez.pdf"
1837,"espolear",1,"trad_isabel_hernandez.pdf"
1838,"espoleastei",1,"trad_isabel_hernandez.pdf"
1839,"espontaneidad",2,"trad_isabel_hernandez.pdf"
1840,"espontáneo",1,"trad_isabel_hernandez.pdf"
1841,"esposa",7,"trad_isabel_hernandez.pdf"
1842,"espumoso",1,"trad_isabel_hernandez.pdf"
1843,"esquivar",2,"trad_isabel_hernandez.pdf"
1844,"establecer",1,"trad_isabel_hernandez.pdf"
1845,"establo",1,"trad_isabel_hernandez.pdf"
1846,"estación",2,"trad_isabel_hernandez.pdf"
1847,"estado",16,"trad_isabel_hernandez.pdf"
1848,"estáis",3,"trad_isabel_hernandez.pdf"
1849,"estallar",1,"trad_isabel_hernandez.pdf"
1850,"estamento",2,"trad_isabel_hernandez.pdf"
1851,"estampar",2,"trad_isabel_hernandez.pdf"
1852,"estancia",1,"trad_isabel_hernandez.pdf"
1853,"estar",274,"trad_isabel_hernandez.pdf"
1854,"estatura",1,"trad_isabel_hernandez.pdf"
1855,"estertor",1,"trad_isabel_hernandez.pdf"
1856,"estés",2,"trad_isabel_hernandez.pdf"
1857,"estilo",1,"trad_isabel_hernandez.pdf"
1858,"estima",1,"trad_isabel_hernandez.pdf"
1859,"estirar",1,"trad_isabel_hernandez.pdf"
1860,"estrechar",3,"trad_isabel_hernandez.pdf"
1861,"estrechez",1,"trad_isabel_hernandez.pdf"
1862,"estrecho",5,"trad_isabel_hernandez.pdf"
1863,"estrechr",3,"trad_isabel_hernandez.pdf"
1864,"estrella",5,"trad_isabel_hernandez.pdf"
1865,"estremecedor",1,"trad_isabel_hernandez.pdf"
1866,"estremecer",4,"trad_isabel_hernandez.pdf"
1867,"estremecido",1,"trad_isabel_hernandez.pdf"
1868,"estrépito",1,"trad_isabel_hernandez.pdf"
1869,"estricto",1,"trad_isabel_hernandez.pdf"
1870,"estropear",2,"trad_isabel_hernandez.pdf"
1871,"estudiante",1,"trad_isabel_hernandez.pdf"
1872,"estudiar",1,"trad_isabel_hernandez.pdf"
1873,"estudio",1,"trad_isabel_hernandez.pdf"
1874,"estuviesar",1,"trad_isabel_hernandez.pdf"
1875,"etcétera",3,"trad_isabel_hernandez.pdf"
1876,"eternamente",4,"trad_isabel_hernandez.pdf"
1877,"eternidad",1,"trad_isabel_hernandez.pdf"
1878,"eterno",11,"trad_isabel_hernandez.pdf"
1879,"evidente",3,"trad_isabel_hernandez.pdf"
1880,"evidentemente",1,"trad_isabel_hernandez.pdf"
1881,"evitar",12,"trad_isabel_hernandez.pdf"
1882,"evocar",2,"trad_isabel_hernandez.pdf"
1883,"exactamente",1,"trad_isabel_hernandez.pdf"
1884,"exageración",1,"trad_isabel_hernandez.pdf"
1885,"exagerado",3,"trad_isabel_hernandez.pdf"
1886,"exaltación",1,"trad_isabel_hernandez.pdf"
1887,"exaltado",2,"trad_isabel_hernandez.pdf"
1888,"exánimar",1,"trad_isabel_hernandez.pdf"
1889,"excelencia",2,"trad_isabel_hernandez.pdf"
1890,"excelente",1,"trad_isabel_hernandez.pdf"
1891,"excelso",1,"trad_isabel_hernandez.pdf"
1892,"excentricidad",1,"trad_isabel_hernandez.pdf"
1893,"excepción",2,"trad_isabel_hernandez.pdf"
1894,"excepcional",2,"trad_isabel_hernandez.pdf"
1895,"excepto",2,"trad_isabel_hernandez.pdf"
1896,"exceso",5,"trad_isabel_hernandez.pdf"
1897,"excitándo",1,"trad_isabel_hernandez.pdf"
1898,"excitar",1,"trad_isabel_hernandez.pdf"
1899,"exclama",1,"trad_isabel_hernandez.pdf"
1900,"exclamar",19,"trad_isabel_hernandez.pdf"
1901,"exclamé",1,"trad_isabel_hernandez.pdf"
1902,"exclamér",8,"trad_isabel_hernandez.pdf"
1903,"exclamo",2,"trad_isabel_hernandez.pdf"
1904,"excursión",1,"trad_isabel_hernandez.pdf"
1905,"excusar",1,"trad_isabel_hernandez.pdf"
1906,"exhalación",1,"trad_isabel_hernandez.pdf"
1907,"exhalar",1,"trad_isabel_hernandez.pdf"
1908,"exigen",1,"trad_isabel_hernandez.pdf"
1909,"exigir",3,"trad_isabel_hernandez.pdf"
1910,"exigistir",1,"trad_isabel_hernandez.pdf"
1911,"existencia",12,"trad_isabel_hernandez.pdf"
1912,"existir",7,"trad_isabel_hernandez.pdf"
1913,"expandir",1,"trad_isabel_hernandez.pdf"
1914,"expectativa",3,"trad_isabel_hernandez.pdf"
1915,"expediente",1,"trad_isabel_hernandez.pdf"
1916,"experimento",1,"trad_isabel_hernandez.pdf"
1917,"expiar",2,"trad_isabel_hernandez.pdf"
1918,"expirar",1,"trad_isabel_hernandez.pdf"
1919,"explayar",1,"trad_isabel_hernandez.pdf"
1920,"explicao",1,"trad_isabel_hernandez.pdf"
1921,"explicar",1,"trad_isabel_hernandez.pdf"
1922,"explicártelo",1,"trad_isabel_hernandez.pdf"
1923,"explicativo",1,"trad_isabel_hernandez.pdf"
